['284', '133', '223', '283', '114', '397', '56', '204', '261', '252']
['264', '304', '30', '216', '202', '323', '70', '54', '134', '354']
['222', '398', '377', '272', '109', '128', '358', '339', '71', '39']
['277', '76', '197', '148', '83', '33', '253', '271', '322', '196']
['84', '22', '343', '337', '375', '319', '234', '191', '327', '332']
['28', '208', '384', '2', '6', '107', '20', '127', '240', '50']
['129', '59', '69', '199', '237', '188', '295', '251', '334', '77']
['32', '355', '61', '383', '299', '233', '238', '105', '347', '141']
['3', '294', '326', '267', '282', '52', '116', '195', '115', '230']
['49', '15', '176', '270', '258', '23', '265', '224', '51', '392']
['184', '314', '321', '291', '221', '26', '45', '325', '243', '239']
['350', '149', '194', '210', '74', '256', '110', '247', '331', '257']
['214', '87', '37', '381', '192', '25', '88', '288', '147', '362']
['298', '108', '290', '356', '189', '121', '276', '142', '78', '118']
['9', '178', '65', '122', '164', '21', '136', '41', '89', '273']
['211', '152', '182', '132', '348', '16', '82', '236', '125', '203']
['154', '292', '100', '218', '190', '244', '231', '306', '360', '158']
['187', '172', '396', '395', '359', '35', '80', '92', '138', '171']
['155', '206', '11', '380', '315', '8', '93', '376', '124', '226']
['232', '97', '12', '249', '119', '212', '365', '157', '280', '183']
['19', '281', '73', '373', '318', '399', '254', '163', '245', '219']
['62', '101', '296', '144', '371', '345', '60', '72', '275', '361']
['357', '313', '324', '372', '220', '85', '340', '311', '307', '305']
['368', '387', '312', '293', '287', '349', '207', '185', '57', '27']
['177', '112', '131', '200', '391', '248', '68', '165', '86', '186']
['274', '228', '13', '151', '352', '166', '335', '255', '43', '123']
['351', '241', '156', '268', '91', '150', '302', '346', '139', '145']
['58', '102', '390', '229', '266', '167', '48', '153', '329', '367']
['64', '301', '34', '309', '333', '160', '14', '120', '170', '0']
['46', '328', '179', '175', '113', '297', '341', '310', '173', '366']
['117', '168', '205', '63', '53', '24', '94', '378', '260', '262']
['285', '342', '130', '67', '79', '75', '106', '263', '4', '316']
['38', '250', '143', '98', '17', '90', '279', '55']
['5', '161', '81', '198', '1', '137', '111', '246', '44', '18']
['353', '135', '336', '29', '209', '394', '10', '103', '215', '99']
['344', '259', '193', '364', '235', '181', '66', '7', '389', '385']
['379', '213', '289', '308', '36', '317']
['31', '370', '96', '303', '146', '40']
['338', '225', '363', '201', '388', '180', '369', '140', '286', '169']
['320', '227', '217', '386', '104', '330', '47', '382', '374', '126']
['95', '269', '162', '159', '393', '278', '174', '242', '42', '300']
