['172', '413', '166', '460', '256', '6', '14', '388', '137', '401']
['135', '396', '131', '221', '25', '218', '244', '174', '140', '280']
['71', '269', '405', '465', '182', '410', '333', '295', '126', '273']
['285', '151', '39', '299', '383', '146', '330', '86', '440', '230']
['315', '364', '19', '375', '119', '234', '258', '495', '231', '400']
['232', '355', '282', '192', '303', '391', '2', '100', '339', '360']
['414', '205', '384', '109', '248', '45', '428', '257', '89', '327']
['213', '85', '235', '270', '237', '321', '26', '310', '271', '305']
['5', '28', '267', '459', '65', '456', '198', '418', '358', '186']
['214', '357', '22', '17', '83', '191', '70', '251', '415', '203']
['420', '152', '370', '178', '133', '447', '189', '247', '47', '438']
['206', '249', '445', '74', '212', '255', '75', '279', '20', '50']
['363', '97', '448', '296', '403', '162', '238', '374', '449', '18']
['62', '76', '352', '284', '453', '416', '393', '226', '180', '138']
['161', '197', '348', '423', '202', '266', '163', '242', '159', '94']
['485', '320', '442', '444', '35', '369', '170', '90', '402', '325']
['15', '61', '228', '497', '223', '287', '283', '165', '148', '72']
['241', '343', '38', '52', '422', '376', '373', '455', '276', '483']
['64', '294', '359', '395', '107', '464', '103', '382', '452', '446']
['368', '211', '290', '201', '278', '224', '60', '77', '466', '262']
['372', '450', '208', '220', '337', '377', '365', '317', '263', '239']
['292', '326', '441', '268', '289', '209', '188', '397', '195', '196']
['350', '301', '34', '468', '331', '335', '435', '406', '300', '183']
['419', '302', '110', '378', '318', '144', '68', '48', '92', '130']
['9', '149', '480', '164', '340', '67', '7', '307', '147', '412']
['11', '259', '336', '496', '54', '125', '329', '136', '127', '55']
['227', '102', '184', '457', '59', '490', '342', '142', '158', '171']
['87', '168', '112', '427', '236', '291', '121', '27', '347', '99']
['313', '461', '434', '437', '24', '16', '143', '51', '157', '123']
['488', '409', '69', '408', '272', '477', '371', '454', '316', '275']
['31', '394', '181', '489', '116', '491', '173', '139', '78', '115']
['470', '63', '314', '36', '439', '98', '88', '42', '118', '425']
['194', '432', '323', '160', '113', '426', '341', '56', '367', '240']
['264', '351', '324', '129', '472', '498', '33', '167', '493', '265']
['155', '298', '225', '328', '187', '8', '309', '207', '430', '219']
['338', '277', '108', '37', '13', '124', '334', '288', '389', '354']
['379', '381', '104', '421', '494', '120', '153', '462', '252', '362']
['93', '386', '175', '319', '479', '500', '66', '443', '190', '43']
['222', '398', '32', '106', '250', '417', '200', '204', '44', '424']
['344', '49', '478', '176', '281', '41', '286', '261', '392', '141']
['177', '46', '482', '132', '312', '473', '475', '306', '246', '385']
['274', '96', '387', '356', '210', '82', '1', '431', '215', '332']
['487', '380', '481', '404', '156', '53', '229', '91', '10', '366']
['353', '193', '467', '293', '233', '411', '40', '134', '80', '260']
['433', '474', '486', '308', '128', '57', '185', '114', '169', '429']
['95', '29', '390', '105', '311', '471', '73', '458', '451', '436']
['58', '499', '30', '81', '79', '399', '254', '245', '345', '111']
['84', '179', '122', '476', '150', '21', '297', '407', '243', '361']
['154', '484', '217', '216', '101', '492', '253', '469', '23', '145']
['117', '304', '3', '199', '12', '349', '346', '463', '322', '4']
