['168', '22', '176', '187', '36', '125', '276', '246', '147', '183']
['225', '241', '269', '199', '112', '282', '100', '254', '136', '130']
['222', '192', '132', '257', '201', '163', '75', '244', '242', '141']
['216', '34', '81', '91', '67', '243', '111', '271', '239', '18']
['292', '32', '90', '179', '223', '189', '42', '279', '157', '71']
['9', '84', '178', '283', '265', '41', '86', '286', '72', '240']
['63', '235', '293', '299', '255', '120', '245', '191', '145', '118']
['184', '28', '135', '210', '198', '188', '212', '109', '68', '159']
['58', '87', '267', '228', '38', '166', '2', '134', '103', '186']
['155', '19', '128', '21', '33', '73', '10', '47', '55', '105']
['49', '227', '217', '197', '249', '50', '1', '74', '167', '39']
['285', '294', '3', '289', '290', '93', '229', '181', '92', '275']
['11', '108', '13', '151', '83', '104', '66', '253', '238', '51']
['213', '154', '15', '208', '268', '69', '164', '174', '170', '142']
['211', '31', '65', '8', '146', '25', '45', '169', '43', '158']
['264', '152', '194', '53', '281', '256', '113', '88', '89', '126']
['177', '96', '12', '85', '270', '98', '54', '207', '300', '4']
['232', '52', '17', '258', '185', '297', '124', '107', '153', '115']
['97', '156', '272', '250', '160', '6', '234', '231', '224', '263']
['277', '29', '284', '121', '218', '14', '247', '204', '219', '262']
['5', '24', '57', '221', '7', '180', '20', '215', '252', '46']
['193', '237', '122', '236', '82', '287', '79', '23', '200', '138']
['117', '214', '274', '129', '209', '70', '48', '195', '260', '261']
['102', '205', '30', '37', '291', '295', '110', '248', '226', '35']
['64', '298', '76', '296', '266', '278', '140', '148', '77', '171']
['259', '220', '182', '202', '40', '116', '144', '173', '280', '273']
['149', '61', '119', '233', '94', '190', '80', '139', '60', '99']
['162', '133', '16', '143', '27', '137', '203', '78', '44', '123']
['206', '62', '59', '161', '251', '114', '26', '56', '288', '127']
['95', '172', '101', '131', '175', '150', '165', '106', '196', '230']
