['31', '235', '146', '70', '128', '40', '35', '51', '0', '60']
['217', '108', '290', '289', '32', '13', '233', '258', '254', '158']
['53', '193', '192', '131', '25', '27', '180', '140', '55', '123']
['95', '97', '228', '85', '16', '166', '143', '75', '90', '145']
['22', '11', '61', '30', '337', '52', '41', '20', '44', '50']
['15', '34', '74', '253', '10', '7', '144', '68', '139', '127']
['3', '37', '36', '348', '1', '17', '2', '26', '39', '18']
['155', '285', '112', '249', '210', '119', '237', '8', '114', '280']
['152', '28', '135', '150', '134', '107', '242', '42', '86', '147']
['129', '187', '99', '198', '164', '73', '191', '92', '4', '105']
['78', '59', '12', '69', '29', '33', '113', '94', '261', '118']
['222', '122', '93', '223', '160', '248', '163', '56', '263', '239']
['9', '320', '357', '5', '19', '6', '378', '395', '334', '360']
['87', '49', '64', '96', '302', '47', '79', '88', '48', '71']
['58', '62', '76', '301', '65', '91', '66', '45', '80', '46']
['368', '298', '24', '38', '296', '57', '67', '23', '329', '43']
['313', '154', '216', '161', '82', '202', '174', '224', '173', '141']
['177', '102', '312', '188', '54', '98', '238', '103', '89', '273']
['214', '213', '199', '162', '109', '201', '100', '126', '136', '183']
['219', '101', '81', '133', '157', '104', '226', '148', '215', '171']
['324', '149', '284', '270', '21', '340', '72', '245', '389', '138']
['168', '156', '197', '209', '189', '221', '204', '200', '111', '169']
['225', '172', '151', '179', '181', '218', '120', '159', '203', '196']
['227', '184', '182', '110', '121', '243', '246', '130', '252', '230']
['268', '377', '281', '386', '295', '331', '399', '306', '279', '305']
['372', '380', '370', '355', '343', '376', '346', '341', '325', '385']
['194', '195', '175', '83', '185', '207', '190', '170', '153', '186']
['206', '205', '208', '178', '132', '125', '212', '124', '106', '142']
['259', '356', '303', '390', '394', '330', '373', '327', '347', '332']
['363', '381', '272', '375', '383', '349', '393', '307', '392', '361']
['264', '84', '232', '241', '176', '292', '256', '297', '244', '310']
['211', '117', '220', '267', '229', '234', '167', '116', '165', '115']
['326', '384', '352', '333', '342', '397', '231', '265', '382', '366']
['250', '236', '251', '247', '255', '257', '137', '260', '240', '262']
['379', '269', '282', '387', '336', '283', '369', '288', '374', '354']
['277', '294', '328', '63', '321', '315', '311', '286', '271', '322']
['351', '398', '364', '396', '358', '365', '339', '345', '367', '275']
['344', '274', '308', '391', '359', '14', '335', '371', '388', '316']
['338', '350', '353', '309', '291', '266', '323', '319', '278', '362']
['304', '314', '299', '293', '287', '318', '276', '317', '300', '77']
