['338', '95', '30', '187', '270', '54', '358', '124', '25', '286']
['284', '119', '272', '57', '397', '382', '451', '43', '440', '18']
['168', '470', '96', '52', '223', '426', '41', '215', '305', '50']
['29', '364', '91', '83', '104', '443', '261', '322', '275', '446']
['177', '474', '69', '352', '65', '396', '491', '494', '136', '120']
['149', '437', '356', '375', '419', '287', '369', '454', '106', '157']
['357', '213', '62', '453', '128', '373', '318', '75', '39', '99']
['403', '66', '297', '331', '163', '455', '388', '180', '86', '138']
['420', '184', '269', '129', '460', '146', '47', '389', '153', '94']
['87', '3', '225', '386', '73', '144', '111', '325', '466', '262']
['210', '296', '236', '411', '253', '79', '276', '280', '463', '147']
['414', '351', '410', '308', '445', '415', '401', '92', '55', '392']
['172', '459', '472', '424', '19', '201', '402', '78', '72', '362']
['101', '133', '131', '175', '143', '266', '207', '74', '88', '412']
['264', '222', '448', '85', '390', '188', '160', '438', '158', '126']
['9', '227', '409', '194', '385', '197', '100', '257', '417', '431']
['488', '206', '301', '228', '59', '268', '306', '312', '345', '367']
['211', '350', '482', '387', '427', '209', '439', '256', '6', '230']
['344', '457', '326', '394', '82', '114', '48', '279', '77', '183']
['379', '178', '267', '314', '497', '70', '251', '107', '134', '123']
['372', '61', '239', '185', '346', '334', '7', '165', '327', '471']
['277', '15', '499', '450', '252', '447', '247', '245', '139', '316']
['313', '154', '28', '112', '328', '434', '179', '202', '238', '90']
['64', '37', '343', '303', '391', '421', '329', '435', '130', '347']
['117', '425', '317', '483', '81', '399', '475', '42', '203', '354']
['487', '368', '38', '113', '477', '103', '35', '265', '4', '171']
['13', '490', '166', '229', '489', '10', '173', '219', '449', '429']
['481', '492', '93', '293', '407', '330', '498', '2', '311', '142']
['31', '461', '456', '162', '302', '110', '349', '26', '23', '307']
['22', '355', '216', '34', '291', '283', '359', '340', '242', '339']
['285', '467', '395', '278', '464', '254', '159', '430', '44', '273']
['205', '24', '151', '476', '468', '116', '226', '68', '310', '478']
['246', '321', '336', '378', '121', '495', '204', '0', '60', '240']
['282', '249', '193', '309', '8', '36', '164', '224', '263', '71']
['155', '281', '432', '342', '40', '218', '221', '335', '140', '127']
['214', '176', '32', '237', '189', '323', '365', '174', '260', '360']
['485', '241', '274', '191', '376', '416', '56', '200', '462', '361']
['398', '259', '384', '235', '422', '181', '295', '288', '118', '332']
['324', '208', '294', '353', '380', '220', '198', '473', '393', '115']
['199', '404', '383', '212', '300', '248', '67', '493', '374', '148']
['63', '408', '161', '192', '486', '21', '366', '80', '51', '46']
['49', '433', '484', '441', '1', '444', '452', '400', '169', '186']
['58', '304', '480', '156', '76', '250', '423', '150', '17', '145']
['102', '152', '97', '290', '132', '377', '413', '167', '27', '243']
['381', '442', '465', '348', '16', '233', '109', '45', '231', '436']
['84', '11', '292', '125', '496', '14', '371', '428', '244', '105']
['232', '5', '370', '12', '53', '315', '182', '190', '255', '195']
['320', '363', '289', '299', '319', '33', '469', '137', '406', '141']
['298', '217', '271', '122', '418', '234', '341', '170', '20', '196']
['108', '135', '405', '337', '333', '98', '479', '258', '458', '89']
