['741', '69', '405', '647', '453', '710', '505', '739', '106', '392']
['434', '511', '403', '19', '383', '319', '743', '585', '246', '72']
['697', '301', '13', '81', '122', '348', '593', '521', '265', '275']
['678', '381', '187', '722', '375', '769', '393', '547', '751', '598']
['634', '355', '384', '779', '104', '100', '736', '35', '388', '611']
['338', '535', '312', '175', '423', '251', '190', '665', '703', '604']
['414', '437', '188', '395', '651', '56', '428', '242', '556', '60']
['155', '488', '549', '668', '432', '181', '189', '83', '727', '141']
['286', '624', '735', '28', '387', '172', '248', '40', '169', '483']
['372', '724', '282', '249', '323', '766', '682', '231', '369', '271']
['213', '133', '407', '443', '365', '772', '48', '776', '4', '360']
['208', '646', '554', '162', '708', '2', '33', '27', '144', '273']
['654', '22', '526', '705', '340', '458', '515', '279', '790', '660']
['543', '685', '91', '507', '8', '253', '600', '778', '745', '361']
['579', '586', '797', '317', '223', '164', '702', '452', '389', '466']
['267', '182', '34', '758', '686', '799', '331', '569', '588', '385']
['264', '31', '482', '548', '85', '364', '580', '721', '120', '584']
['15', '753', '194', '725', '386', '661', '691', '86', '683', '126']
['152', '370', '656', '427', '119', '131', '761', '728', '51', '463']
['663', '205', '629', '241', '742', '150', '468', '603', '134', '196']
['617', '746', '534', '229', '439', '238', '539', '693', '517', '240']
['565', '30', '228', '789', '36', '202', '291', '493', '639', '431']
['719', '298', '550', '484', '96', '465', '201', '7', '536', '606']
['765', '197', '764', '98', '599', '400', '616', '127', '316', '105']
['457', '737', '492', '233', '672', '671', '367', '382', '191', '417']
['470', '679', '110', '329', '311', '512', '568', '451', '551', '262']
['681', '206', '520', '333', '166', '302', '14', '464', '103', '75']
['689', '225', '572', '690', '198', '460', '589', '435', '89', '595']
['357', '368', '485', '351', '487', '97', '21', '163', '638', '688']
['533', '176', '129', '635', '442', '587', '760', '670', '94', '99']
['209', '636', '666', '657', '491', '673', '749', '257', '153', '78']
['220', '183', '65', '674', '471', '662', '401', '305', '171', '18']
['313', '698', '456', '52', '82', '299', '500', '111', '540', '362']
['199', '32', '573', '390', '254', '669', '137', '307', '322', '793']
['704', '269', '614', '76', '61', '234', '623', '645', '276', '608']
['707', '184', '541', '314', '235', '315', '677', '318', '519', '503']
['518', '767', '714', '16', '157', '476', '70', '185', '339', '574']
['324', '730', '560', '38', '467', '618', '243', '399', '90', '649']
['214', '610', '292', '425', '770', '366', '615', '664', '412', '332']
['222', '744', '566', '785', '596', '218', '477', '542', '684', '145']
['450', '12', '410', '394', '711', '342', '798', '47', '469', '118']
['653', '274', '508', '296', '720', '640', '17', '626', '630', '354']
['320', '499', '37', '655', '179', '409', '413', '193', '528', '68']
['58', '404', '675', '161', '192', '445', '283', '426', '455', '159']
['433', '321', '303', '676', '352', '622', '207', '121', '504', '717']
['135', '545', '575', '349', '113', '402', '558', '20', '260', '792']
['757', '154', '633', '461', '481', '553', '787', '421', '25', '740']
['363', '581', '259', '73', '531', '88', '642', '148', '130', '115']
['9', '211', '398', '768', '695', '226', '45', '462', '731', '327']
['350', '217', '156', '498', '359', '444', '80', '140', '406', '784']
['46', '380', '699', '178', '723', '601', '509', '79', '174', '594']
['344', '755', '459', '356', '101', '281', '125', '495', '557', '732']
['713', '637', '290', '472', '429', '644', '501', '41', '522', '715']
['216', '212', '109', '780', '652', '221', '278', '621', '524', '224']
['625', '5', '347', '112', '448', '289', '602', '173', '692', '71']
['149', '328', '659', '24', '160', '54', '773', '23', '658', '306']
['87', '734', '108', '132', '449', '416', '297', '10', '136', '55']
['177', '480', '546', '754', '419', '373', '116', '494', '454', '506']
['774', '777', '538', '270', '700', '523', '516', '759', '567', '138']
['781', '497', '422', '418', '631', '67', '42', '701', '186', '436']
['420', '95', '552', '93', '411', '612', '341', '371', '738', '44']
['49', '343', '396', '490', '236', '250', '609', '397', '527', '39']
['29', '237', '496', '628', '258', '648', '334', '729', '195', '576']
['532', '643', '786', '514', '245', '204', '263', '142', '147', '559']
['294', '474', '613', '763', '53', '309', '733', '376', '561', '525']
['591', '102', '353', '63', '571', '447', '712', '762', '203', '252']
['117', '84', '783', '680', '337', '287', '266', '605', '440', '748']
['64', '486', '391', '473', '378', '620', '578', '796', '513', '478']
['272', '74', '6', '358', '26', '280', '310', '215', '158', '696']
['379', '502', '308', '293', '256', '479', '489', '107', '632', '430']
['791', '794', '788', '590', '167', '752', '335', '583', '123', '230']
['62', '544', '59', '408', '336', '77', '716', '219', '239', '706']
['139', '227', '326', '775', '146', '667', '255', '756', '555', '43']
['168', '3', '607', '232', '510', '564', '377', '295', '726', '446']
['277', '718', '284', '143', '592', '627', '180', '288', '92', '50']
['709', '285', '641', '747', '619', '530', '128', '650', '244', '374']
['304', '563', '1', '771', '247', '114', '415', '170', '200', '424']
['750', '330', '57', '346', '529', '782', '577', '345', '0', '300']
['151', '582', '475', '694', '597', '537', '165', '438', '687', '325']
['562', '11', '441', '268', '210', '570', '66', '124', '795', '261']
